,Timestamp,Acc_X,Acc_Y,Acc_Z,AngV_X,AngV_Y,AngV_Z,Mag_X,Mag_Y,Mag_Z,Orin_X,Orin_Y,Orin_Z,Activity
598,2021-02-15 13:50:51.572,0.664468,3.042573,9.537417,0.013956,0.012121,-0.008429,-22.305161,-7.523046,-40.576111,-89.52519,-17.627855,-3.773738,Sitting
599,2021-02-15 13:50:51.622,0.625549,3.000061,9.388926,-0.007362,0.012684,-0.00512,-22.292683,-7.619669,-40.736511,-89.525183,-17.610584,-3.756183,Sitting
600,2021-02-15 13:50:51.673,0.615819,2.987487,9.510623,0.006332,0.008564,-0.010243,-22.27387,-7.453547,-40.59787,-89.542484,-17.605372,-3.745943,Sitting
601,2021-02-15 13:50:51.723,0.622106,3.002007,9.48772,-0.00126,0.000837,-0.011885,-22.257643,-7.539782,-40.612457,-89.540549,-17.600229,-3.743154,Sitting
602,2021-02-15 13:50:51.773,0.608784,2.979554,9.455986,0.006566,0.008048,-0.013562,-22.38266,-7.609278,-40.486603,-89.515926,-17.593089,-3.749903,Sitting
603,2021-02-15 13:50:51.823,0.632135,3.0056,9.474248,-0.00344,0.003223,-0.019947,-22.274704,-7.59621,-40.456451,-89.493831,-17.584653,-3.7438,Sitting
604,2021-02-15 13:50:51.873,0.571811,3.037633,9.483828,0.023796,0.015939,-0.008691,-22.29001,-7.445385,-40.59021,-89.465598,-17.571952,-3.753604,Sitting
605,2021-02-15 13:50:51.924,0.58648,3.03913,9.466913,0.006616,0.003109,-0.004906,-22.324005,-7.583199,-40.604614,-89.452486,-17.581312,-3.739743,Sitting
606,2021-02-15 13:50:51.974,0.638422,2.971321,9.450747,0.019878,0.014102,-0.010103,-22.2679,-7.674854,-40.610657,-89.45313,-17.603024,-3.744921,Sitting
607,2021-02-15 13:50:52.024,0.619562,3.018323,9.511221,0.02233,0.010243,0.00135,-22.326387,-7.553087,-40.411743,-89.434667,-17.646645,-3.722003,Sitting
608,2021-02-15 13:50:52.074,0.707429,2.982697,9.464219,0.016819,0.015447,-0.019912,-22.319664,-7.633919,-40.629669,-89.455456,-17.665878,-3.726864,Sitting
609,2021-02-15 13:50:52.124,0.63004,3.024461,9.394015,-0.005344,0.004232,-0.02231,-22.187479,-7.525078,-40.71698,-89.457942,-17.70286,-3.688732,Sitting
610,2021-02-15 13:50:52.175,0.546663,3.071912,9.468111,0.010467,0.000546,-0.00928,-22.253939,-7.63203,-40.666626,-89.435606,-17.688887,-3.707524,Sitting
611,2021-02-15 13:50:52.225,0.612826,3.038382,9.447753,0.004333,0.006832,-0.006656,-22.276506,-7.638035,-40.624176,-89.407294,-17.691414,-3.725184,Sitting
612,2021-02-15 13:50:52.275,0.621807,3.041824,9.432186,-0.002517,0.001994,-0.013724,-22.450197,-7.561401,-40.473083,-89.408772,-17.693691,-3.741082,Sitting
613,2021-02-15 13:50:52.325,0.635279,3.013683,9.421258,0.010732,0.007725,-0.006322,-22.305986,-7.625566,-40.330292,-89.393988,-17.710376,-3.72537,Sitting
614,2021-02-15 13:50:52.375,0.665815,3.029101,9.469308,0.00242,0.007648,-0.016514,-22.236858,-7.660473,-40.700256,-89.385038,-17.712508,-3.734085,Sitting
615,2021-02-15 13:50:52.426,0.618663,2.996918,9.440868,0.009617,-0.00736,-0.019273,-22.294256,-7.569916,-40.446411,-89.378778,-17.713379,-3.734635,Sitting
616,2021-02-15 13:50:52.476,0.618813,3.024161,9.45913,-0.008763,0.008592,-0.008947,-22.362713,-7.482231,-40.519562,-89.354298,-17.727335,-3.752398,Sitting
617,2021-02-15 13:50:52.526,0.597857,3.054698,9.515712,0.026921,-0.033131,-0.009394,-22.277281,-7.509945,-40.349213,-89.346053,-17.701529,-3.779036,Sitting
618,2021-02-15 13:50:52.576,0.595013,3.036885,9.402996,0.006897,0.020771,-0.00667,-22.365053,-7.549646,-40.511078,-89.352167,-17.726763,-3.812268,Sitting
619,2021-02-15 13:50:52.626,0.59636,3.053351,9.489067,0.008442,-0.002788,-0.004589,-22.387535,-7.502609,-40.645477,-89.348153,-17.726086,-3.801678,Sitting
620,2021-02-15 13:50:52.677,0.684676,2.976111,9.425599,0.011049,0.009341,-0.013928,-22.328747,-7.401785,-40.436218,-89.379196,-17.742775,-3.794196,Sitting
621,2021-02-15 13:50:52.727,0.630639,3.027454,9.489816,0.010019,0.002364,-0.009232,-22.279186,-7.682331,-40.553955,-89.391925,-17.762948,-3.804104,Sitting
622,2021-02-15 13:50:52.777,0.636027,3.054249,9.405541,0.005245,0.00428,-0.009199,-22.385166,-7.713989,-40.59201,-89.392498,-17.767507,-3.807473,Sitting
623,2021-02-15 13:50:52.827,0.631088,3.071014,9.453591,-0.001022,-0.009313,-0.016137,-22.374767,-7.454243,-40.49884,-89.410632,-17.778684,-3.825446,Sitting
624,2021-02-15 13:50:52.878,0.618065,3.038082,9.442963,0.007181,-0.000213,-0.008429,-22.406439,-7.43384,-40.74115,-89.41012,-17.757215,-3.852538,Sitting
625,2021-02-15 13:50:52.928,0.643063,3.036136,9.466764,0.008768,-0.001983,-0.013596,-22.450386,-7.488117,-40.570709,-89.4159,-17.774046,-3.883979,Sitting
626,2021-02-15 13:50:52.978,0.632734,3.038232,9.435778,0.001346,-0.009316,-0.005936,-22.380774,-7.567274,-40.70285,-89.426395,-17.785013,-3.886974,Sitting
627,2021-02-15 13:50:53.028,0.688718,3.054249,9.415421,-0.003649,0.000872,-0.015144,-22.261749,-7.603271,-40.548553,-89.421219,-17.788098,-3.905844,Sitting
628,2021-02-15 13:50:53.078,0.645607,3.052901,9.48802,0.002596,-0.01338,-0.015042,-22.372149,-7.739742,-40.536438,-89.426741,-17.768702,-3.937038,Sitting
629,2021-02-15 13:50:53.129,0.669258,3.018922,9.387279,-0.004461,-0.003641,-0.012918,-22.515615,-7.623974,-40.381287,-89.396622,-17.745964,-3.962137,Sitting
630,2021-02-15 13:50:53.179,0.633632,3.051854,9.465417,0.002952,-0.003104,-0.014645,-22.56658,-7.541237,-40.351166,-89.380986,-17.73361,-4.010629,Sitting
631,2021-02-15 13:50:53.229,0.676294,3.000061,9.407786,-0.007326,-0.015493,-0.007761,-22.541706,-7.648542,-40.531525,-89.357845,-17.729241,-4.021559,Sitting
632,2021-02-15 13:50:53.279,0.732876,2.990032,9.510772,-0.006061,-0.0177,-0.02553,-22.556641,-7.723925,-40.504303,-89.384941,-17.713854,-4.063659,Sitting
633,2021-02-15 13:50:53.329,0.639919,3.077151,9.442514,0.00173,-0.017415,-0.015292,-22.618835,-7.478933,-40.508179,-89.358683,-17.671882,-4.106959,Sitting
634,2021-02-15 13:50:53.380,0.651745,3.000061,9.421857,0.003551,0.000768,-0.0075,-22.837204,-7.518351,-40.3797,-89.335155,-17.643327,-4.154487,Sitting
635,2021-02-15 13:50:53.430,0.725092,2.981201,9.503587,-0.003471,-0.001756,-0.0185,-22.781633,-7.435398,-40.542877,-89.363248,-17.623412,-4.169166,Sitting
636,2021-02-15 13:50:53.480,0.704734,2.97207,9.430539,0.003657,0.018617,-0.009035,-22.660828,-7.550741,-40.599152,-89.357114,-17.640036,-4.17698,Sitting
637,2021-02-15 13:50:53.530,0.674348,3.016677,9.464219,0.009339,0.020846,-0.004432,-22.632681,-7.59787,-40.606903,-89.354104,-17.63298,-4.158352,Sitting
638,2021-02-15 13:50:53.580,0.666264,3.041375,9.426048,-0.00105,0.015755,-0.004682,-22.721918,-7.641182,-40.390411,-89.370851,-17.623212,-4.134561,Sitting
639,2021-02-15 13:50:53.631,0.697699,3.009641,9.456136,0.009386,0.006391,-0.006475,-22.629503,-7.627989,-40.551208,-89.387636,-17.622536,-4.109487,Sitting
640,2021-02-15 13:50:53.681,0.714913,2.991978,9.482032,0.006948,0.012399,-0.017325,-22.818426,-7.453449,-40.437347,-89.410265,-17.631591,-4.104165,Sitting
641,2021-02-15 13:50:53.731,0.662223,3.021018,9.391919,-0.008884,0.018953,-0.007347,-22.683323,-7.371941,-40.319672,-89.39982,-17.630573,-4.086102,Sitting
642,2021-02-15 13:50:53.781,0.70189,3.005899,9.513167,0.019642,0.024582,-0.023506,-22.788612,-7.340136,-40.551544,-89.428388,-17.622682,-4.082576,Sitting
643,2021-02-15 13:50:53.831,0.695304,2.987937,9.370813,-0.013578,0.000312,-0.021401,-22.669481,-7.520128,-40.290771,-89.402459,-17.645639,-4.030037,Sitting
644,2021-02-15 13:50:53.882,0.659529,3.014431,9.533675,0.007775,0.017811,-0.024445,-22.657162,-7.506977,-40.543457,-89.376665,-17.636888,-4.02592,Sitting
645,2021-02-15 13:50:53.932,0.562081,3.080893,9.470805,0.006117,0.009688,-0.001453,-22.657236,-7.410204,-40.607086,-89.353491,-17.610691,-3.999627,Sitting
646,2021-02-15 13:50:53.982,0.670456,2.936144,9.457034,0.01484,0.004,-0.006969,-22.700367,-7.360886,-40.599609,-89.366156,-17.627535,-3.991251,Sitting
647,2021-02-15 13:50:54.032,0.650397,3.054997,9.466464,0.002343,0.013345,0.003294,-22.570841,-7.62468,-40.61142,-89.383067,-17.648046,-3.970658,Sitting
648,2021-02-15 13:50:54.082,0.707878,3.069667,9.494756,0.027008,0.037732,-0.011235,-22.616713,-7.516443,-40.518799,-89.405116,-17.644979,-3.965033,Sitting
649,2021-02-15 13:50:54.133,0.564476,3.049309,9.501192,0.007552,0.011902,0.008416,-22.493917,-7.600145,-40.423004,-89.410547,-17.664531,-3.91251,Sitting
650,2021-02-15 13:50:54.183,0.743953,2.997217,9.394913,0.013781,0.007342,-0.012701,-22.386789,-7.748783,-40.767242,-89.440562,-17.713415,-3.915742,Sitting
651,2021-02-15 13:50:54.233,0.672551,3.024461,9.44461,-0.017999,-0.017177,-0.022179,-22.594854,-7.58581,-40.589447,-89.441116,-17.758932,-3.930469,Sitting
652,2021-02-15 13:50:54.283,0.623603,3.063829,9.358239,0.016003,0.003251,-0.013166,-22.556808,-7.751501,-40.432617,-89.405011,-17.716002,-3.960686,Sitting
653,2021-02-15 13:50:54.333,0.652194,3.106939,9.511521,-0.010422,0.006799,-0.009936,-22.656288,-7.659269,-40.505432,-89.351791,-17.723995,-3.987844,Sitting
654,2021-02-15 13:50:54.384,0.579146,2.999912,9.43024,0.000364,-0.003193,-0.013294,-22.477823,-7.745275,-40.397491,-89.336006,-17.674192,-3.994308,Sitting
655,2021-02-15 13:50:54.434,0.595911,3.018024,9.414971,-0.021624,0.010462,0.001625,-22.413252,-7.889862,-40.458557,-89.287954,-17.712837,-3.981272,Sitting
656,2021-02-15 13:50:54.484,0.705633,2.967729,9.550739,0.014973,0.017754,-0.013732,-22.528395,-7.46748,-40.7034,-89.302521,-17.654294,-3.965407,Sitting
657,2021-02-15 13:50:54.534,0.705483,3.007546,9.426048,0.005287,0.02383,-0.01328,-22.570646,-7.579029,-40.314758,-89.321775,-17.657,-3.937486,Sitting
658,2021-02-15 13:50:54.584,0.658481,3.040926,9.427845,-0.007746,0.010888,-0.015377,-22.498869,-7.566706,-40.224792,-89.310386,-17.640588,-3.883668,Sitting
659,2021-02-15 13:50:54.635,0.603994,2.979255,9.565109,0.007709,0.016025,-0.013553,-22.468966,-7.404421,-40.323639,-89.309091,-17.617372,-3.850335,Sitting
660,2021-02-15 13:50:54.685,0.582289,2.965783,9.450448,0.003472,0.0074,-0.006343,-22.452946,-7.581629,-40.570923,-89.295518,-17.589948,-3.827624,Sitting
661,2021-02-15 13:50:54.735,0.614622,3.016677,9.499546,0.011354,0.00656,-0.012853,-22.467808,-7.573318,-40.506897,-89.294939,-17.60692,-3.824822,Sitting
662,2021-02-15 13:50:54.785,0.64456,2.979554,9.488169,0.002722,0.021246,-0.002756,-22.514051,-7.310629,-40.847443,-89.303411,-17.598109,-3.806333,Sitting
663,2021-02-15 13:50:54.835,0.571512,3.069068,9.441915,0.010298,0.014493,-0.002071,-22.245682,-7.790939,-40.323639,-89.31919,-17.572475,-3.770643,Sitting
664,2021-02-15 13:50:54.886,0.679138,2.95755,9.50688,0.017063,0.009887,-0.006704,-22.416134,-7.507942,-40.399017,-89.322074,-17.588382,-3.749917,Sitting
665,2021-02-15 13:50:54.936,0.601599,2.990032,9.408086,-0.009949,0.015814,-0.018214,-22.365473,-7.497343,-40.690308,-89.339228,-17.620183,-3.74295,Sitting
666,2021-02-15 13:50:54.986,0.537832,3.056494,9.447903,0.019499,0.014937,0.000435,-22.297939,-7.466227,-40.56543,-89.327254,-17.614886,-3.723395,Sitting
667,2021-02-15 13:50:55.036,0.653391,3.078798,9.490714,-0.003588,0.015517,-0.009508,-22.327888,-7.572781,-40.506561,-89.327445,-17.620576,-3.710015,Sitting
668,2021-02-15 13:50:55.087,0.510439,3.031346,9.437874,0.008841,0.019835,-0.018172,-22.188957,-7.610998,-40.788086,-89.335642,-17.596029,-3.677698,Sitting
669,2021-02-15 13:50:55.137,0.530946,3.01533,9.469458,0.000613,0.018231,-0.005464,-22.321524,-7.455551,-40.651154,-89.332109,-17.637305,-3.623257,Sitting
670,2021-02-15 13:50:55.187,0.575403,3.030897,9.450597,0.000393,0.024866,-0.012266,-22.184425,-7.428251,-40.891724,-89.364496,-17.6055,-3.597254,Sitting
671,2021-02-15 13:50:55.237,0.564177,3.00051,9.479936,-0.001637,0.011292,-0.000776,-22.351654,-7.395777,-40.583801,-89.376145,-17.606748,-3.542121,Sitting
672,2021-02-15 13:50:55.287,0.60579,2.994822,9.461225,0.002997,0.017278,-0.012221,-22.177341,-7.456322,-40.730713,-89.394271,-17.580803,-3.507484,Sitting
673,2021-02-15 13:50:55.338,0.556543,2.995571,9.457333,-0.003975,0.011086,-0.012888,-22.266708,-7.442526,-40.555542,-89.401914,-17.576252,-3.491479,Sitting
674,2021-02-15 13:50:55.388,0.57211,2.998115,9.522149,0.013545,0.007181,-0.012955,-22.089575,-7.593351,-40.819061,-89.400715,-17.56645,-3.477399,Sitting
675,2021-02-15 13:50:55.438,0.559686,2.987487,9.388926,-0.011312,0.02188,-0.00435,-22.217632,-7.440136,-40.750092,-89.376396,-17.561045,-3.474923,Sitting
676,2021-02-15 13:50:55.488,0.518821,3.031346,9.560918,0.021799,0.009809,-0.004788,-22.170286,-7.413939,-40.604279,-89.403612,-17.541376,-3.451791,Sitting
677,2021-02-15 13:50:55.538,0.56268,2.979105,9.442963,0.002674,0.012069,-0.004397,-22.254496,-7.417814,-40.830933,-89.391122,-17.553219,-3.42814,Sitting
678,2021-02-15 13:50:55.589,0.559237,3.046165,9.484876,0.015555,0.020389,-0.011531,-22.09823,-7.459358,-40.757721,-89.418248,-17.563385,-3.430255,Sitting
679,2021-02-15 13:50:55.639,0.546813,2.996768,9.463471,0.009365,0.010554,-0.002905,-22.098124,-7.611761,-40.697968,-89.405208,-17.575506,-3.377103,Sitting
680,2021-02-15 13:50:55.689,0.594115,2.982548,9.512718,0.016465,0.012116,-0.011469,-21.997145,-7.570145,-40.75943,-89.423933,-17.593487,-3.374379,Sitting
681,2021-02-15 13:50:55.739,0.473765,3.018922,9.403296,0.000565,0.00895,-0.002749,-22.11463,-7.129128,-40.870636,-89.45102,-17.615498,-3.354695,Sitting
682,2021-02-15 13:50:55.789,0.63483,3.027454,9.535022,0.009658,0.020773,-0.016232,-21.977274,-7.437084,-40.754364,-89.461205,-17.632058,-3.333163,Sitting
683,2021-02-15 13:50:55.840,0.473615,3.009941,9.402398,0.002516,0.009723,-0.00596,-22.144972,-7.415346,-40.653595,-89.479602,-17.594751,-3.322358,Sitting
684,2021-02-15 13:50:55.890,0.594414,3.035238,9.499246,0.008664,0.010809,-0.018305,-21.950159,-7.457605,-40.613281,-89.466944,-17.622621,-3.293087,Sitting
685,2021-02-15 13:50:55.940,0.51448,2.992577,9.433683,0.002975,0.010017,-0.017046,-22.078716,-7.466894,-40.818604,-89.46902,-17.609848,-3.288526,Sitting
686,2021-02-15 13:50:55.990,0.536035,2.994373,9.517658,-9.4e-05,0.016454,-0.010933,-22.10552,-7.426121,-40.825409,-89.449524,-17.633932,-3.260218,Sitting
687,2021-02-15 13:50:56.040,0.565524,2.975662,9.429042,0.003318,0.034911,-0.022908,-22.011391,-7.586163,-40.891022,-89.443532,-17.619744,-3.244413,Sitting
688,2021-02-15 13:50:56.091,0.431702,2.998415,9.512419,0.003622,0.033262,-0.003768,-21.931967,-7.479448,-40.835754,-89.441472,-17.631293,-3.185368,Sitting
689,2021-02-15 13:50:56.141,0.497865,2.974764,9.506132,0.01878,0.021766,-0.006412,-21.672565,-7.537647,-40.873718,-89.43642,-17.619,-3.077382,Sitting
690,2021-02-15 13:50:56.191,0.50475,3.033442,9.469458,0.001878,0.024001,-0.011708,-21.832682,-7.447958,-40.858948,-89.485248,-17.651954,-3.055898,Sitting
691,2021-02-15 13:50:56.241,0.52421,3.039879,9.379795,-0.004403,0.0143,-0.007702,-21.788273,-7.310141,-40.784851,-89.49847,-17.65237,-2.980201,Sitting
692,2021-02-15 13:50:56.291,0.528251,2.979105,9.489367,0.00573,0.010757,-0.016271,-21.820293,-7.532524,-40.712708,-89.491551,-17.636456,-2.969498,Sitting
693,2021-02-15 13:50:56.342,0.4808,3.012635,9.483679,-0.009982,0.015823,-0.017867,-21.874985,-7.603832,-40.987366,-89.504044,-17.640243,-2.94015,Sitting
694,2021-02-15 13:50:56.392,0.371827,3.035987,9.452394,0.003416,0.024559,0.005761,-21.746721,-7.707523,-40.778107,-89.457083,-17.609025,-2.93746,Sitting
695,2021-02-15 13:50:56.442,0.478106,3.05365,9.453142,0.0037,0.024119,-0.006291,-21.650005,-7.644743,-40.784119,-89.451191,-17.604315,-2.886749,Sitting
696,2021-02-15 13:50:56.492,0.419577,2.984194,9.356892,-0.026301,0.019369,0.008991,-21.745844,-7.540316,-40.716156,-89.473587,-17.596158,-2.846168,Sitting
697,2021-02-15 13:50:56.542,0.499212,2.944826,9.629326,0.013303,0.047897,-0.002735,-21.644653,-7.487762,-40.887115,-89.482096,-17.550927,-2.797418,Sitting
698,2021-02-15 13:50:56.593,0.42781,2.911595,9.443861,0.003665,0.013679,-0.010943,-21.677208,-7.490986,-41.057068,-89.509516,-17.511678,-2.725202,Sitting
699,2021-02-15 13:50:56.643,0.460443,2.998864,9.389524,-0.036822,0.006751,-0.000791,-21.759876,-7.327017,-40.913788,-89.509165,-17.531303,-2.649357,Sitting
700,2021-02-15 13:50:56.693,0.468526,2.980751,9.547147,-0.016099,0.022979,-0.005128,-21.651949,-7.252548,-40.93988,-89.522529,-17.439904,-2.663455,Sitting
701,2021-02-15 13:50:56.743,0.389041,2.972818,9.387129,-0.044816,0.004246,-0.003064,-21.535366,-7.363628,-40.842896,-89.523749,-17.332706,-2.62638,Sitting
702,2021-02-15 13:50:56.793,0.414488,2.87073,9.510623,-0.036687,0.015069,0.000246,-21.433187,-7.121683,-41.143311,-89.543645,-17.262119,-2.614315,Sitting
703,2021-02-15 13:50:56.844,0.457,2.892735,9.442365,-0.045989,0.012241,0.002375,-21.459166,-7.075529,-41.025696,-89.587816,-17.13251,-2.649375,Sitting
704,2021-02-15 13:50:56.894,0.438738,2.854115,9.655821,0.004837,0.030992,-0.006844,-21.513094,-6.872616,-40.971497,-89.628537,-17.032059,-2.625185,Sitting
705,2021-02-15 13:50:56.944,0.349523,2.910248,9.392069,-0.015169,0.039755,0.009926,-21.469418,-6.878372,-41.051239,-89.659399,-16.968268,-2.56804,Sitting
706,2021-02-15 13:50:56.994,0.378263,2.92851,9.565259,-0.004054,0.047423,-0.001604,-21.532707,-6.874346,-40.982819,-89.706727,-16.936023,-2.512362,Sitting
707,2021-02-15 13:50:57.045,0.436043,2.85187,9.530681,-0.012862,0.04649,0.001405,-21.289057,-6.788286,-41.21109,-89.743175,-16.875351,-2.382682,Sitting
708,2021-02-15 13:50:57.095,0.36524,2.96698,9.341325,-0.046437,0.012913,-0.011635,-21.289145,-6.589655,-41.03656,-89.802999,-16.816956,-2.29438,Sitting
709,2021-02-15 13:50:57.145,0.36539,2.853815,9.590556,-0.028185,0.012849,-0.012466,-21.129059,-6.756393,-41.204651,-89.816939,-16.78364,-2.276354,Sitting
710,2021-02-15 13:50:57.195,0.356858,2.83226,9.420959,-0.063185,0.029626,0.001741,-21.000689,-6.657511,-41.101532,-89.800715,-16.655027,-2.250875,Sitting
711,2021-02-15 13:50:57.245,0.321382,2.872377,9.654174,0.002231,0.037767,-0.012984,-21.144009,-6.445444,-41.057739,-89.825063,-16.537092,-2.22179,Sitting
712,2021-02-15 13:50:57.296,0.255369,2.792593,9.576186,0.001631,0.010441,0.008719,-21.063732,-6.360189,-41.052521,-89.843249,-16.456073,-2.134131,Sitting
713,2021-02-15 13:50:57.346,0.417182,2.705175,9.564061,-0.018367,0.054616,-0.001395,-20.972151,-6.480368,-41.317291,-89.881862,-16.465922,-2.097451,Sitting
714,2021-02-15 13:50:57.396,0.274828,2.713557,9.610166,0.022944,0.033903,0.007654,-20.95137,-6.328011,-41.225555,-89.929867,-16.379442,-2.03063,Sitting
715,2021-02-15 13:50:57.446,0.407602,2.787952,9.488469,-0.02955,0.012757,-0.01012,-20.81126,-6.306299,-41.25766,-89.981244,-16.424151,-1.901964,Sitting
716,2021-02-15 13:50:57.496,0.285606,2.727628,9.605226,-0.003503,0.055021,-0.005894,-20.914433,-6.164856,-41.172974,-90.038458,-16.3483,-1.903369,Sitting
717,2021-02-15 13:50:57.547,0.286804,2.783312,9.671089,0.039887,0.052575,-0.0063,-20.791067,-6.26716,-41.112915,-90.058119,-16.254483,-1.7672,Sitting
718,2021-02-15 13:50:57.597,0.237855,2.83226,9.422456,0.016012,0.045829,-0.00031,-20.67128,-6.183544,-41.347626,-90.094259,-16.272536,-1.686494,Sitting
719,2021-02-15 13:50:57.647,0.242496,2.762505,9.456136,-0.032118,-0.007193,-2.3e-05,-20.608568,-6.325605,-41.510223,-90.125995,-16.397799,-1.578465,Sitting
720,2021-02-15 13:50:57.697,0.157173,2.863246,9.630374,-0.016332,-0.004997,0.015508,-20.641666,-6.251217,-41.513,-90.152549,-16.315773,-1.561929,Sitting
721,2021-02-15 13:50:57.747,0.262255,2.710713,9.528585,-0.018133,-0.01677,0.003112,-20.601242,-6.14797,-41.431427,-90.18491,-16.241373,-1.603765,Sitting
722,2021-02-15 13:50:57.798,0.323328,2.737807,9.698931,0.006989,0.008045,-0.003973,-20.630877,-6.274115,-41.60199,-90.235193,-16.191024,-1.655669,Sitting
723,2021-02-15 13:50:57.848,0.216899,2.748285,9.619746,0.03805,-0.012161,-0.015315,-20.570425,-6.20488,-41.604156,-90.265705,-16.143375,-1.684949,Sitting
724,2021-02-15 13:50:57.898,0.300126,2.798431,9.484128,-0.009922,0.000425,-0.010106,-20.863497,-6.003424,-41.485077,-90.263682,-16.225916,-1.655217,Sitting
725,2021-02-15 13:50:57.948,0.231568,2.805616,9.623039,0.04512,0.019283,-0.013831,-20.810793,-6.134754,-41.425079,-90.271716,-16.177228,-1.747263,Sitting
726,2021-02-15 13:50:57.998,0.242945,2.812202,9.424252,-0.007591,-0.00429,0.002975,-20.670416,-6.225092,-41.343048,-90.237063,-16.266996,-1.683383,Sitting
727,2021-02-15 13:50:58.049,0.357906,2.745141,9.695638,0.021609,0.012528,-0.017221,-20.661755,-6.269045,-41.255432,-90.262466,-16.277805,-1.698896,Sitting
728,2021-02-15 13:50:58.099,0.205822,2.791695,9.465716,0.021017,0.006255,-0.007,-20.69969,-6.113596,-41.391663,-90.265761,-16.266978,-1.692916,Sitting
729,2021-02-15 13:50:58.149,0.327968,2.819537,9.508377,0.000238,7.6e-05,-0.000333,-20.643408,-6.387825,-41.291779,-90.276447,-16.36511,-1.684142,Sitting
730,2021-02-15 13:50:58.199,0.318538,2.809358,9.610914,0.012198,0.013011,-0.019461,-20.788221,-6.414679,-41.211761,-90.308768,-16.33062,-1.726052,Sitting
731,2021-02-15 13:50:58.249,0.213007,2.792593,9.472452,-0.007667,-0.00848,-0.010001,-20.655046,-6.390339,-41.489075,-90.282509,-16.333359,-1.705258,Sitting
732,2021-02-15 13:50:58.300,0.323926,2.854414,9.639055,0.023092,0.007146,-0.017295,-20.736563,-6.176365,-41.542908,-90.2744,-16.329283,-1.735448,Sitting
733,2021-02-15 13:50:58.350,0.258063,2.796036,9.452992,-0.017573,-0.015576,-0.006823,-20.80031,-6.19553,-41.645264,-90.27351,-16.317793,-1.745121,Sitting
734,2021-02-15 13:50:58.400,0.306862,2.745141,9.694141,0.034418,0.02653,-0.023653,-20.830244,-6.34248,-41.476044,-90.274208,-16.326466,-1.75924,Sitting
735,2021-02-15 13:50:58.450,0.189207,2.791994,9.414373,-0.005597,-0.011094,0.005792,-20.848867,-6.171637,-41.530334,-90.249549,-16.326445,-1.737244,Sitting
736,2021-02-15 13:50:58.500,0.390089,2.785258,9.616003,0.010641,-0.015964,-0.017663,-20.741793,-6.246828,-41.585571,-90.285687,-16.3744,-1.742573,Sitting
737,2021-02-15 13:50:58.551,0.279619,2.867886,9.455986,-0.00308,-0.009277,-0.00465,-20.80246,-6.119427,-41.25293,-90.284447,-16.311892,-1.76049,Sitting
738,2021-02-15 13:50:58.601,0.315394,2.767744,9.538764,-0.001746,0.014495,-0.020346,-20.81307,-6.398462,-41.384186,-90.2532,-16.312927,-1.790474,Sitting
739,2021-02-15 13:50:58.651,0.212408,2.825674,9.529633,0.010884,0.008889,-0.009845,-20.861988,-6.25856,-41.403168,-90.24006,-16.283259,-1.811156,Sitting
740,2021-02-15 13:50:58.701,0.339195,2.825973,9.571696,0.040929,0.045435,-0.017413,-20.856798,-6.289639,-41.375458,-90.220988,-16.32333,-1.79189,Sitting
741,2021-02-15 13:50:58.751,0.253573,2.880161,9.50688,0.022093,0.021492,-0.010492,-20.799181,-6.394054,-41.295013,-90.211471,-16.362901,-1.767758,Sitting
742,2021-02-15 13:50:58.802,0.325423,2.748285,9.532028,0.03353,0.012091,-0.018513,-20.76366,-6.454212,-41.417358,-90.209185,-16.455698,-1.660705,Sitting
743,2021-02-15 13:50:58.852,0.206421,2.827321,9.456884,-0.016556,0.004934,0.009039,-20.775858,-6.459415,-41.209869,-90.188259,-16.526317,-1.673986,Sitting
744,2021-02-15 13:50:58.902,0.36539,2.838248,9.690548,0.023492,0.00012,-0.013519,-20.683306,-6.496752,-41.301483,-90.190837,-16.530404,-1.641063,Sitting
745,2021-02-15 13:50:58.952,0.222587,2.819686,9.41078,-0.001641,0.006352,-0.012193,-20.738283,-6.493214,-41.579193,-90.215205,-16.516439,-1.691346,Sitting
746,2021-02-15 13:50:59.002,0.279768,2.892435,9.614357,0.011306,-0.007346,-0.003018,-20.61648,-6.379074,-41.455597,-90.170925,-16.523551,-1.654696,Sitting
747,2021-02-15 13:50:59.053,0.329914,2.833907,9.471254,-0.000761,0.004932,-0.021734,-20.646601,-6.499315,-41.476349,-90.217412,-16.514423,-1.705447,Sitting
748,2021-02-15 13:50:59.103,0.239203,2.818938,9.540111,0.006018,0.007162,-0.002322,-20.731783,-6.252424,-41.394775,-90.211106,-16.524886,-1.702295,Sitting
749,2021-02-15 13:50:59.153,0.271835,2.81325,9.589509,0.020198,0.017117,-0.003376,-20.701164,-6.351851,-41.429871,-90.207899,-16.541279,-1.706694,Sitting
750,2021-02-15 13:50:59.203,0.285905,2.862048,9.476044,0.011837,-0.004005,-0.02168,-20.822884,-6.294025,-41.225067,-90.240821,-16.548924,-1.710031,Sitting
751,2021-02-15 13:50:59.254,0.263452,2.859803,9.506431,-0.002419,0.000358,-0.006574,-20.776239,-6.417501,-41.437286,-90.21031,-16.590991,-1.693407,Sitting
752,2021-02-15 13:50:59.304,0.292192,2.864144,9.585467,0.016127,0.01191,-0.022422,-20.807285,-6.579556,-41.204041,-90.201571,-16.573012,-1.715587,Sitting
